name,AB,H,2B,3B,HR,TB,BB,HBP,SF
赤星優志,30.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0
秋広優人,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
浅野翔吾,75.0,14.0,4.0,0.0,2.0,24.0,4.0,2.0,1.0
荒巻悠,54.0,16.0,1.0,0.0,1.0,20.0,7.0,0.0,0.0
石川達也,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
石塚裕惺,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
泉口友汰,512.0,154.0,23.0,3.0,6.0,201.0,47.0,4.0,3.0
泉圭輔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
井上温大,29.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
浦田俊輔,53.0,11.0,2.0,0.0,0.0,13.0,3.0,1.0,0.0
オコエ瑠偉,126.0,31.0,4.0,2.0,0.0,39.0,7.0,1.0,0.0
大城卓三,91.0,17.0,3.0,0.0,3.0,29.0,6.0,1.0,1.0
岡田悠希,18.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
岡本和真,251.0,82.0,21.0,1.0,15.0,150.0,33.0,7.0,2.0
乙坂智,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
甲斐拓也,223.0,58.0,4.0,0.0,4.0,74.0,23.0,0.0,2.0
門脇誠,157.0,35.0,6.0,1.0,0.0,43.0,10.0,1.0,0.0
キャベッジ,431.0,115.0,26.0,1.0,17.0,194.0,37.0,5.0,2.0
菊地大稀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
岸田行倫,266.0,78.0,9.0,0.0,8.0,111.0,25.0,1.0,1.0
グリフィン,19.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ケラー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
郡拓也,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小林誠司,21.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0
坂本勇人,154.0,32.0,10.0,0.0,3.0,51.0,14.0,1.0,4.0
佐々木俊輔,141.0,35.0,4.0,1.0,0.0,41.0,10.0,0.0,0.0
笹原操希,20.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
重信慎之介,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
鈴木大和,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大勢,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高梨雄平,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
田中瑛斗,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
田中将大,13.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
長野久義,22.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
戸郷翔征,28.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
戸田懐生,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中川皓太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中山礼都,287.0,76.0,13.0,0.0,7.0,110.0,20.0,3.0,0.0
西舘勇陽,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
バルドナード,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
萩尾匡也,23.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
馬場皐輔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
フルプ,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
船迫大雅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヘルナンデス,152.0,32.0,8.0,0.0,2.0,46.0,18.0,1.0,0.0
平内龍太,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
堀田賢慎,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
マルティネス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
増田大輝,22.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
増田陸,264.0,61.0,10.0,0.0,5.0,86.0,13.0,3.0,3.0
又木鉄平,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
丸佳浩,326.0,87.0,19.0,3.0,6.0,130.0,40.0,0.0,2.0
三塚琉生,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宮原駿介,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森田駿哉,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
山﨑伊織,46.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0
山瀬慎之助,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
山田龍聖,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
湯浅大,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
横川凱,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吉川尚輝,404.0,112.0,15.0,3.0,3.0,142.0,41.0,5.0,3.0
リチャード,232.0,49.0,7.0,0.0,11.0,89.0,13.0,6.0,2.0
若林楽人,216.0,52.0,10.0,2.0,3.0,75.0,15.0,5.0,1.0
石井大智,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
石黒佑弥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
井坪陽生,18.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
伊藤将司,27.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
糸原健斗,69.0,14.0,0.0,0.0,0.0,14.0,5.0,0.0,1.0
井上広大,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊原陵人,25.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
茨木秀俊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
岩貞祐太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
岩崎優,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
植田海,17.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
梅野隆太郎,118.0,26.0,4.0,0.0,0.0,30.0,7.0,1.0,0.0
漆原大晟,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大竹耕太郎,30.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
大山悠輔,503.0,133.0,25.0,1.0,13.0,199.0,74.0,6.0,4.0
岡留英貴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小野寺暖,29.0,7.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
小幡竜平,265.0,59.0,8.0,0.0,5.0,82.0,18.0,1.0,3.0
及川雅貴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木浪聖也,181.0,35.0,8.0,2.0,0.0,47.0,12.0,3.0,0.0
木下里都,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桐敷拓馬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
楠本泰史,15.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
工藤泰成,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
熊谷敬宥,156.0,35.0,2.0,3.0,1.0,46.0,5.0,1.0,0.0
ゲラ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
才木浩人,45.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
榮枝裕貴,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
坂本誠志郎,340.0,84.0,19.0,1.0,2.0,111.0,53.0,5.0,0.0
佐藤輝明,537.0,149.0,34.0,4.0,40.0,311.0,57.0,0.0,3.0
椎葉剛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
島田海吏,31.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
島本浩也,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
髙寺望夢,134.0,31.0,4.0,0.0,2.0,41.0,18.0,1.0,1.0
髙橋遥人,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
近本光司,573.0,160.0,25.0,4.0,3.0,202.0,60.0,2.0,3.0
デュプランティエ,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ドリス,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
富田蓮,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
豊田寛,56.0,13.0,4.0,0.0,0.0,17.0,4.0,0.0,1.0
中川勇斗,56.0,15.0,1.0,0.0,2.0,22.0,2.0,0.0,0.0
中野拓夢,531.0,150.0,18.0,3.0,0.0,174.0,44.0,3.0,3.0
長坂拳弥,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西勇輝,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ネルソン,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ハートウィグ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
畠世周,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
早川太貴,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
原口文仁,16.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ビーズリー,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ヘルナンデス,96.0,22.0,3.0,0.0,1.0,28.0,4.0,0.0,1.0
前川右京,195.0,48.0,10.0,1.0,1.0,63.0,8.0,6.0,0.0
村上頌樹,53.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
森下翔太,549.0,151.0,24.0,5.0,23.0,254.0,54.0,12.0,5.0
門別啓人,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
湯浅京己,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
渡邉諒,19.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
東克樹,38.0,7.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0
東妻純平,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
石上泰輝,141.0,34.0,9.0,0.0,2.0,49.0,14.0,1.0,0.0
石田裕太郎,23.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
伊勢大夢,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊藤光,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
井上絢登,29.0,5.0,0.0,0.0,2.0,11.0,1.0,0.0,1.0
入江大生,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
岩田将貴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ウィック,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蝦名達夫,348.0,99.0,21.0,1.0,8.0,146.0,31.0,11.0,7.0
オースティン,219.0,59.0,14.0,0.0,11.0,106.0,26.0,1.0,0.0
大貫晋一,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
梶原昂希,163.0,40.0,9.0,1.0,2.0,57.0,4.0,2.0,1.0
勝又温史,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
加藤響,17.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
神里和毅,26.0,8.0,1.0,2.0,0.0,13.0,1.0,0.0,0.0
京田陽太,194.0,42.0,5.0,1.0,1.0,52.0,9.0,4.0,1.0
九鬼隆平,12.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
桑原将志,398.0,113.0,17.0,2.0,6.0,152.0,30.0,9.0,0.0
ケイ,36.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
小園健太,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
坂本裕哉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
佐々木千隼,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
佐野恵太,525.0,144.0,24.0,0.0,15.0,213.0,34.0,5.0,5.0
ジャクソン,42.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0
篠木健太郎,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
柴田竜拓,22.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
関根大気,23.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0
平良拳太郎,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
竹田祐,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
武田陸玖,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
田内真翔,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
知野直人,17.0,3.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0
筒香嘉智,224.0,51.0,12.0,0.0,20.0,123.0,33.0,0.0,0.0
戸柱恭孝,95.0,23.0,4.0,0.0,2.0,33.0,2.0,0.0,2.0
中川虎大,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
バウアー,34.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
橋本達弥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
浜地真澄,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
林琢真,258.0,63.0,11.0,1.0,2.0,82.0,19.0,2.0,4.0
颯,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ビシエド,81.0,21.0,4.0,0.0,2.0,31.0,6.0,2.0,1.0
フォード,46.0,9.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0
藤浪晋太郎,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
堀岡隼人,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
マルセリーノ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
牧秀悟,364.0,101.0,24.0,0.0,16.0,173.0,16.0,10.0,1.0
松尾汐恩,176.0,44.0,5.0,0.0,4.0,61.0,9.0,3.0,3.0
松本凌人,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三嶋一輝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三森大貴,160.0,34.0,9.0,0.0,0.0,43.0,17.0,0.0,1.0
宮城滝太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宮﨑敏郎,321.0,89.0,16.0,1.0,6.0,125.0,28.0,1.0,2.0
森敬斗,72.0,11.0,0.0,1.0,0.0,13.0,2.0,0.0,1.0
森唯斗,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森原康平,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山﨑康晃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
山本祐大,313.0,82.0,19.0,2.0,3.0,114.0,16.0,4.0,7.0
吉野光樹,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
若松尚輝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
度会隆輝,270.0,65.0,10.0,2.0,6.0,97.0,24.0,1.0,2.0
アドゥワ誠,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
會澤翼,43.0,5.0,1.0,0.0,0.0,6.0,7.0,2.0,0.0
秋山翔吾,145.0,38.0,6.0,0.0,1.0,47.0,9.0,2.0,0.0
石原貴規,104.0,20.0,4.0,0.0,0.0,24.0,4.0,3.0,0.0
磯村嘉孝,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上本崇司,27.0,5.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0
内田湘大,9.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
遠藤淳志,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大瀬良大地,34.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
大道温貴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
大盛穂,162.0,43.0,6.0,1.0,3.0,60.0,9.0,0.0,0.0
岡本駿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
菊地ハルン,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
菊池涼介,355.0,89.0,19.0,0.0,4.0,120.0,14.0,1.0,2.0
久保修,13.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0
栗林良吏,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小園海斗,521.0,161.0,24.0,4.0,3.0,202.0,42.0,5.0,2.0
斉藤優汰,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
坂倉将吾,345.0,82.0,26.0,1.0,5.0,125.0,43.0,4.0,3.0
佐々木泰,181.0,49.0,2.0,1.0,0.0,53.0,5.0,1.0,0.0
佐藤啓介,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
佐藤柳之介,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
島内颯太郎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
清水叶人,13.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
末包昇大,437.0,106.0,18.0,3.0,11.0,163.0,33.0,2.0,5.0
鈴木健矢,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
髙太一,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高橋昂也,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
滝田一希,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
田中広輔,34.0,5.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0
玉村昇悟,22.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
田村俊介,63.0,16.0,0.0,1.0,1.0,21.0,6.0,0.0,0.0
辻大雅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
常廣羽也斗,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ドミンゲス,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
床田寛樹,54.0,14.0,2.0,0.0,1.0,19.0,0.0,0.0,0.0
堂林翔太,70.0,13.0,6.0,0.0,1.0,22.0,6.0,0.0,0.0
中﨑翔太,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中村健人,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
中村奨成,344.0,97.0,21.0,3.0,9.0,151.0,17.0,3.0,1.0
野間峻祥,154.0,38.0,3.0,2.0,0.0,45.0,10.0,1.0,1.0
ハーン,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
長谷部銀次,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
羽月隆太郎,105.0,31.0,2.0,2.0,0.0,37.0,13.0,0.0,0.0
林晃汰,48.0,9.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0
ファビアン,539.0,149.0,30.0,0.0,17.0,230.0,22.0,9.0,2.0
二俣翔一,118.0,22.0,4.0,1.0,3.0,37.0,8.0,1.0,1.0
塹江敦哉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
前川誠太,54.0,10.0,3.0,0.0,0.0,13.0,2.0,0.0,0.0
益田武尚,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
松本竜也,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
松山竜平,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
モンテロ,368.0,94.0,21.0,1.0,9.0,144.0,23.0,2.0,3.0
森翔平,36.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
森浦大輔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森下暢仁,43.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
矢野雅哉,284.0,59.0,6.0,1.0,1.0,70.0,27.0,6.0,2.0
山足達也,9.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
渡邉悠斗,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
アビラ,22.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
